attendance,study_hours,prev_marks,assignment,internal,predicted_score
90.0,8.0,66.06382978723404,55.851063829787236,62.45744680851064,65
90.0,7.2,86.17021276595744,67.93617021276596,78.55319148936171,65
60.0,1.0,4.148936170212766,4.319148936170213,2.734042553191489,40
60.0,1.0,6.382978723404255,5.1063829787234045,5.74468085106383,40
90.0,9.0,87.34042553191489,67.87234042553192,78.6063829787234,85
90.0,9.2,91.48936170212765,74.19148936170212,78.34042553191489,85
90.0,9.0,87.34042553191489,67.87234042553192,77.6063829787234,85
90.0,9.6,95.2127659574468,80.17021276595744,84.69148936170212,85
90.0,8.9,47.340425531914896,36.87234042553192,41.60638297872341,85
90.0,9.2,55.85106382978723,41.680851063829785,49.26595744680851,85
60.0,6.9,56.06382978723404,48.851063829787236,53.45744680851064,65
60.0,6.2,56.91489361702128,41.53191489361703,47.22340425531915,65
90.0,7.9,86.91489361702128,64.53191489361703,74.22340425531915,85
90.0,7.7,79.7872340425532,60.829787234042556,67.80851063829788,85
60.0,8.0,44.57446808510638,31.659574468085104,35.11702127659574,65
60.0,8.2,47.4468085106383,32.95744680851064,44.70212765957447,65
60.0,1.0,25.425531914893618,16.340425531914896,23.882978723404257,40
60.0,1.0,31.48936170212766,21.19148936170213,29.340425531914896,40
90.0,8.9,64.25531914893618,54.404255319148945,61.82978723404256,85
90.0,8.9,66.59574468085107,52.27659574468086,63.936170212765965,85
90.0,8.7,86.59574468085107,72.27659574468086,81.93617021276596,65
90.0,7.9,95.42553191489363,73.3404255319149,87.88297872340426,65
60.0,8.7,47.76595744680851,34.212765957446805,42.98936170212766,65
60.0,8.8,52.659574468085104,44.12765957446808,47.3936170212766,65
90.0,8.1,56.59574468085107,44.27659574468086,47.936170212765965,65
90.0,8.3,49.46808510638298,41.57446808510639,44.52127659574468,65
90.0,8.2,51.808510638297875,40.446808510638306,47.62765957446809,65
90.0,8.2,53.72340425531915,38.97872340425533,49.351063829787236,65
90.0,8.7,54.680851063829785,44.74468085106383,49.212765957446805,65
90.0,8.6,52.12765957446809,37.70212765957447,50.914893617021285,65
60.0,7.7,78.08510638297874,57.46808510638299,72.27659574468086,65
60.0,7.6,73.40425531914893,57.723404255319146,68.06382978723404,65
60.0,7.2,58.29787234042553,48.638297872340424,52.46808510638298,40
60.0,7.6,58.29787234042553,42.638297872340424,54.46808510638298,40
90.0,8.2,82.34042553191489,60.87234042553192,71.1063829787234,65
90.0,8.4,79.46808510638299,64.57446808510639,67.5212765957447,65
90.0,9.2,90.85106382978724,73.68085106382979,78.76595744680851,85
90.0,8.4,87.44680851063829,69.95744680851064,82.70212765957446,85
90.0,9.7,14.787234042553191,7.829787234042554,12.308510638297872,85
90.0,9.8,11.382978723404255,12.106382978723405,14.24468085106383,85
60.0,8.2,29.680851063829788,26.744680851063833,24.71276595744681,65
60.0,7.8,24.148936170212764,18.319148936170212,23.73404255319149,65
90.0,8.7,69.04255319148936,50.23404255319149,57.138297872340424,65
90.0,8.8,59.89361702127659,48.91489361702128,53.90425531914893,65
90.0,9.0,54.14893617021277,43.31914893617022,48.73404255319149,85
90.0,9.1,47.340425531914896,32.87234042553192,45.60638297872341,85
90.0,9.1,88.82978723404256,74.06382978723404,75.9468085106383,85
90.0,9.0,86.70212765957447,70.36170212765958,80.03191489361703,85
60.0,8.3,80.74468085106383,68.59574468085107,73.67021276595746,65
60.0,8.1,78.61702127659575,66.89361702127661,69.75531914893618,65
60.0,8.7,85.63829787234043,66.51063829787235,72.07446808510639,65
60.0,7.7,88.61702127659574,70.8936170212766,75.75531914893617,65
90.0,9.9,83.93617021276596,70.14893617021276,78.54255319148936,85
90.0,9.6,86.91489361702128,71.53191489361703,81.22340425531915,85
90.0,8.2,70.0,56.0,66.0,85
90.0,9.3,73.08510638297872,56.46808510638298,60.77659574468085,85
60.0,1.0,50.31914893617021,41.25531914893617,43.28723404255319,40
60.0,1.0,51.276595744680854,40.02127659574469,43.14893617021277,40
90.0,8.6,65.95744680851064,49.765957446808514,58.361702127659576,65
90.0,8.2,69.68085106382979,50.74468085106383,66.7127659574468,65
90.0,8.7,77.4468085106383,65.95744680851064,69.70212765957447,65
90.0,8.8,81.17021276595744,63.93617021276596,73.05319148936171,65
60.0,1.0,5.744680851063831,2.595744680851065,6.170212765957448,40
60.0,1.0,6.914893617021277,7.531914893617022,9.22340425531915,40
90.0,7.7,33.829787234042556,23.063829787234045,28.446808510638302,65
90.0,7.4,38.297872340425535,27.63829787234043,38.46808510638298,65
60.0,1.7,42.87234042553191,38.29787234042553,39.58510638297872,40
60.0,1.4,49.04255319148936,37.23404255319149,40.138297872340424,40
89.98961008001753,5.056727845340035,14.456492631387576,5.995518526556401,9.89385496334587,65
92.71102360171348,2.4099310748197884,22.682463569385895,14.365196655815273,17.816705885672352,65
61.47254795354661,0.0,19.859977021816803,11.843529814872571,18.904814522623713,40
59.577235783201466,2.12186036144349,30.796386627740198,23.191159880947005,25.004904338208792,40
57.78881182504117,2.5212425765387465,41.392494720515394,27.04677862672215,33.47936977668858,65
61.13363172721614,1.3438969815957775,53.510930949356904,43.437107024314194,44.65648212065752,65
63.07567650648957,2.2117546205654177,23.803786217154695,16.245444967803106,13.907001661316896,40
90.32673356843472,0.0,30.7943863677994,24.982384586743667,29.38290747213958,65
91.5398114265101,0.929729988024157,33.94055103672431,31.519264902282053,28.553583946765254,65
90.87043952443749,8.042063146205864,63.87770834351012,52.586036559034056,54.627850678555866,65
88.53740376189185,9.231497488553844,65.29448500077316,52.813067736648364,54.68748780824892,85
88.93043041443616,4.992325138809031,16.818041838960507,11.099034037705396,11.663510327968874,65
61.35709340358831,0.6384490448803131,3.9869473050754505,0.0,5.2630618691568705,40
60.19749675359969,2.88088813561665,16.22372640196886,15.743793490358401,17.472314078721453,40
59.76336349781501,8.402795257171311,59.74385920157899,52.14876791067778,59.25709041655043,85
91.37153009560951,4.336616401510687,51.03791996875546,39.41723227118162,45.24159884405557,65
59.95719882078147,4.245392229544476,59.70224970753006,47.8050077714755,59.13880864429281,65
57.99827638095611,0.0,75.2332206027103,60.515941825865475,69.89146442633812,65
91.81681379494505,0.0,82.15371792640279,65.62401276895675,71.69965353856911,65
90.81207498506573,7.288626095182929,85.7087422611143,63.57599062072504,70.65938824928149,85
64.0708856768368,9.30946240979971,74.52157836457037,58.649515298480516,66.14213614714149,65
92.24410384834619,0.0,50.58876291735939,39.29253817282925,47.40190013709625,65
93.21411949631334,1.615908893153851,54.75778451199834,46.580551959693615,40.42119286439513,65
58.39931842897458,0.0,25.606579989966615,15.147458602051975,31.73405486372996,40
58.47038021782181,1.0640958770480524,40.59079378333029,31.658216356200896,29.588926919170667,40
62.4636008736628,0.3432267265339549,24.34896076672848,20.24222680673422,32.68590819938336,40
88.2409294515152,0.0,33.3213937307509,27.474836646290388,32.07441212856504,65
60.236205064952266,3.7182103638008046,29.371179732521842,18.182247158774988,23.31875668213619,40
90.82259694607657,10.953769822800595,62.234136795651644,40.868291342204806,53.15123017118818,65
88.99510684117226,6.499442273355365,32.52209882506953,24.012879394860445,33.63576447231101,65
91.35932201279103,7.556955906639342,57.15378690024457,42.899891170513236,52.376425066178065,85
62.03126835260355,1.4607087046219283,19.755787676317208,20.45038629484481,22.37034870398317,40
55.01318873564954,1.939137150756439,28.382836845342197,25.62513532443188,24.68069702842356,40
63.531234323858286,2.3885115339825966,24.957992275379638,27.32175682733906,20.769710209268354,40
60.76092454291124,0.0,25.05160991015818,19.524334565560018,23.619933076456817,40
58.91620023529291,0.0,23.02581025566315,12.43793669870072,18.184623038235056,40
59.70663244692226,0.0,14.630713975358315,16.36974338540131,13.534638370932464,40
87.70795879634007,5.70810313721966,68.16963230966226,56.7606220067786,62.32280321392148,65
60.324365615260504,0.0,7.3918776482832955,0.0,3.07371483174409,40
88.76380568117183,9.734985204739452,61.69197223048463,51.60364649691208,50.59892667689143,65
59.03379799661651,4.751153918278539,39.2205966524052,32.0304733995721,31.8086011280116,40
89.95162464075564,0.0,34.12769625253003,32.32711102821053,26.316637297846015,65
59.618036996578596,0.0,24.24240707967564,13.208220120067535,16.262665459344014,40
91.21728303895236,1.5142284585188452,65.44477658523014,53.01838129401623,60.777613944743194,65
95.281801329195,0.0,66.63766237679813,54.07605056926312,54.498087582507395,65
58.524202071230306,0.6274938873274262,50.37615953603483,39.74749032765372,45.71651587565431,40
61.283382280409,0.7549336965864643,18.6402619419544,15.380682278442501,20.05055123996767,40
89.56782413405753,3.6092512966674293,81.45831651378315,59.30106415539715,75.00355060231789,85
92.26182318039598,10.39771490473288,59.34516114679697,46.291345949399414,53.60139316169804,85
89.91310819595779,7.757176377009666,57.30946349384267,45.94852568168406,55.666716031948155,65
59.588462639970835,0.3970581315759478,48.38025815415126,33.684755962917,40.184158796401675,40
59.44547953949524,0.0,43.46620769784775,33.138743305955444,39.53120662331203,40
89.9437124273942,9.349746688154568,43.895018910667424,34.41918611625042,27.62507946885792,65
89.1515796624503,7.666767742295458,59.22806977293155,44.95926161605744,54.03072892889484,85
58.61565061996824,2.7702510855664877,21.879986687081335,13.520973533308245,21.960343140777344,40
58.73550886360236,0.0,16.927398097567846,10.307432023727364,20.091527316978922,40
59.74294167977087,0.0,4.477929517153786,4.33758097982815,5.843493279024902,40
59.86658595805145,1.6915865080544408,5.318544894096703,3.519140892765862,4.107481836458339,40
89.30127343834548,6.931518560667154,42.80235727226178,33.500888632786854,38.77031152138441,65
89.36684010123372,4.168154656851039,35.09380108855898,32.72328073440301,26.814031627041352,65
61.265189020791674,0.0,24.661483609739793,15.43364501050752,25.59949052529569,40
85.69570762928849,7.3845640635550245,42.35487371377329,33.70677144979259,43.61195011458413,65
92.9402166883338,7.225257059849388,86.42680041212114,68.97677614239376,69.70369954695201,85
92.12717591941333,2.4728274876247105,14.580294411475908,14.7458792115423,19.12636816597103,65
58.6526591990172,1.3387484355695,4.428050270366896,0.56685824963874,2.169309768483371,40
58.35108406559892,0.0,19.977355401672295,19.50593152079601,20.402617703360825,40
61.369167000621474,0.00653435817817094,28.806386530603405,16.18579294305615,25.063354284660917,65
90.79791423197935,7.603453199930736,67.49435488686414,52.90307297801417,63.621323572713315,85
88.6403799440346,6.980858153361435,48.615938367910545,44.3514864734349,42.12080851307343,85
92.03095676675383,5.350233267110275,30.43510967812955,20.223947439556085,25.934846681480508,65
60.22042391656542,2.1707003599468795,14.678209504008823,11.408656253639471,6.041402162686129,40
89.22536870556016,0.49312143820892285,21.351300007587078,17.65150873550021,16.732323456065696,65
88.84040911018238,0.0,6.016900212049631,11.168567965039868,7.029006589969642,40
59.33080647011121,4.972593600366978,19.353978461201173,13.587391201787922,16.894763596457782,65
89.81951889622167,2.4612084963879646,8.740380009400392,3.095411646427243,13.105266523738177,40
88.75808666427416,7.283733394759073,52.46082272364409,38.79754093499266,40.39220544595062,65
90.35434928826757,7.6327462171828255,34.082858849475876,28.014820819175252,28.82914127752255,65
89.0125628804319,9.786938204812792,28.818987891133627,23.14572368166642,31.43882794349618,65
57.1585602030337,0.8839516567799959,13.531354476034863,9.144182874914538,7.970431315167392,40
88.70448057577791,12.199750867514807,67.06028332635287,48.16002089792963,57.377549401071526,85
87.13701619468203,3.4882834774473532,28.24444411068909,22.48199375081298,16.104743883227233,40
59.24116365480197,4.139144983670437,42.72595314897428,35.39952457774193,35.722544743284246,40
63.7603558447065,0.0,45.27707567483395,35.82809275654153,37.49204303423427,40
60.68961338155476,4.034179700661442,30.57770926496425,25.342283368818965,25.67907766728201,65
57.15926167522685,6.340515445104449,33.27049400425757,26.860227739249943,22.56554625363858,85
59.29836370434019,2.3099386750264426,6.90529972109138,8.534510521686245,3.488482650000863,40
88.7529004503038,1.3949601630618802,58.46405732477364,48.39610015024176,53.560129347119975,85
89.14818446910381,5.9864322125737175,35.75808898593727,23.137464075805315,28.225696309182492,40
91.73381783712891,2.9641484655924644,19.197183571205574,16.474369579551293,11.40877553134169,40
63.98990771054214,0.8593640308001318,29.492813058557502,21.810159133899717,25.573957526328716,40
61.01532741336096,1.5356813539929157,37.04963748632592,31.406285128570122,37.13499812690249,40
88.45939648471202,5.72631433277574,44.841135499376534,30.744249438423296,45.06754812742609,85
95.55476813999073,6.8607121080511115,30.060164049037816,26.614339159417103,31.34697901366588,85
89.47965920280758,11.745551539716498,48.85526465295454,34.850516283069865,39.3174175682942,85
62.523022972027945,5.8225279521505895,36.563390946057744,24.89086957292342,33.0554679461521,40
88.94899428071066,8.66464008343944,68.6259453783504,55.375157479050735,67.65778896315975,85
90.22209139655129,4.068365745705167,48.985778502548165,40.188026180690116,45.83086270018086,85
90.36054688615368,1.8487465633815707,17.026708381175418,9.94228390350796,15.45035892455893,65
92.17288587485085,4.458970657903763,17.227953604401023,8.659303457213568,12.360280979612078,65
58.473245324266664,5.588257961550524,39.14811630775784,33.64111217552931,39.563821217200974,65
89.54071114218316,9.554608783166406,71.00278119833881,55.330145121415974,65.39589770924583,65
91.49288583536467,10.950088711162758,38.039660344834736,27.92323473144363,37.86420021732617,85
56.35984042518257,3.418045588563772,3.1308292585562576,2.8748003703631007,1.9718377920391725,40
59.116259094142606,0.0,8.040774971871132,8.468780398618168,8.82117704911819,40
58.21770414336404,2.455349997643687,2.589382501796104,0.0,4.612014643504963,65
61.140118719560014,0.7492785192547895,44.05026592374726,39.86101183964512,37.02754443809198,40
91.59149285646535,6.161723836601206,24.499466764660006,25.363858948222994,23.21621013086943,65
94.30355021064356,7.60563229125113,48.02709632266493,39.4089576408017,42.274297917835334,85
58.9601034184085,0.974733996380142,8.18892606063698,12.92148337721613,1.9025805864612835,65
89.70391615301801,7.573444970404752,42.35135272460019,33.00579608829288,42.448323594586,65
87.1207134217594,5.1384242430830245,56.33182795877574,49.31798715470547,53.94139318400606,85
88.0721647582486,10.629717408036562,76.6756167856708,61.86042121026217,66.71725204779928,65
59.415215424944456,2.946759729489183,30.31912355703555,23.947599369228858,23.75264562840768,40
59.445407221026606,4.531867586811538,43.54424392310399,37.950286262060416,42.753176335856814,40
57.04577529813607,3.2182891471435613,28.867772804386234,19.113418018537118,26.334866006626996,40
59.45633461559625,0.9220181258537401,42.25000386319253,30.7793976441447,35.38923742407508,40
61.87761068867802,3.8821768618389676,40.22699235800484,37.21933880324906,28.559828993794557,65
92.39703277374993,3.844382802453636,28.407672693376014,17.685871642152513,23.730050760534084,85
57.03775515169325,3.436584139401731,24.75443668799715,16.076675655349806,20.81783805910036,65
89.90074310946626,2.745079770359382,52.15248636510257,40.85691536104284,43.77687752586348,65
93.04545840816081,0.8139099598653319,36.0066854792298,27.221639079580576,27.651543830794463,65
58.948834690059975,1.746918135363109,19.010331163290033,11.578295529337158,18.573822742743484,40
60.36540403476934,7.164995577614979,37.21504510310218,30.135708044807775,36.800273175069314,65
90.13043649275737,11.443787432209083,24.593348481401826,19.190341878229372,26.930505579845686,65
90.58639911207399,0.0,10.021267615225366,2.9535817418066856,7.330765132800512,40
61.328861320340216,3.033432656023333,14.017811550941847,13.75386758194174,11.790485745463341,40
88.89611191815372,0.0,33.40322411376231,22.058339940161563,32.00671663332141,65
58.10646117196398,2.0202934190938113,22.443803808113735,21.28429410557144,16.54655491027193,40
93.64443187527071,1.8269408971490828,18.349545607047805,10.233717620378577,12.148757295634562,40
88.46791596433054,8.75077701621672,24.226518648864012,14.629921174902282,19.921781742112916,40
59.58823332073398,0.0,19.494625973782547,17.885762294863806,15.068329300274627,40
90.71270173884925,5.6658513363379726,54.803233865959065,46.56967182901393,53.00910580495377,65
60.63769368422904,0.0,5.130278915501869,6.9697169862201385,0.10615568934630845,40
61.189240413980606,6.177375777631137,40.2535064105807,36.44333435305713,32.070317950695355,40
91.36163790728993,7.667907127931451,65.45115220954494,46.82476072587413,58.15293814836838,85
91.05449061896421,8.565265466058236,77.12093315383765,64.22467271025954,64.9078233074417,85
87.55030285279747,12.596788564051774,79.53686721969906,61.35794293632656,67.18607819241574,85
91.63049294760647,5.641364406583559,48.53466172849791,39.38919254731734,44.596087962868545,65
93.08938391389378,6.912402051350368,104.64464857876901,76.52547064871389,80.72055596344575,85
90.72666012097459,10.301240413740803,89.19751178082096,69.9481253935567,79.48853410050452,65
63.294979037001035,5.5090597285535265,17.32406982034513,8.000495122809635,15.055374616414621,40
58.24959990564399,7.15741112418667,23.564973263521882,10.520566523925714,16.139396576834734,40
86.48277902418515,10.53272798212016,20.9956841956997,9.960693845465455,18.976619147242406,65
88.14728106759915,7.387396483094579,46.226077869993475,35.42389887565459,44.67615806699271,85
57.944048463718616,0.0,16.10235227302587,13.307870013443326,15.661027264888512,40
91.40931846651782,10.21146255762389,39.544522741185844,31.42043079546169,39.34588960817299,65
90.06240276527097,3.8052681938020796,78.8039481775496,61.16507753734227,74.7600963826061,85
91.15153981643232,6.32863001204742,26.1155069883994,15.88680229690314,19.315207289900805,65
89.52011117580787,3.2636483230705093,46.4506374965427,31.494474168138332,40.960676140065075,65
89.14971391874953,10.359867290034359,81.35806190629467,62.50496247969199,72.09993778565374,85
88.68727743090139,7.659358723674431,65.42943042489196,62.804973302043145,64.57558154060659,85
89.94713622133469,9.138823431614792,67.32748161212629,56.379371299710094,64.79064893897404,65
90.04726510200682,10.590460543534356,73.72439737034692,61.89315852699588,64.51426017594902,85
62.262868666865366,2.9825293649946327,31.97478120871025,29.348826447955755,30.15813082570055,40
60.687728412487296,3.2101737148937843,53.277778241470756,41.69067055782581,49.200856171695605,65
91.18328801012643,5.697689463121964,85.00320978679606,68.21425926563832,75.70353060729357,85
88.27517338246479,8.013962608720483,51.844452741760065,44.15435278481608,44.858391099658235,65
91.16364280554504,4.659878795307666,53.22552711399983,38.650161804787714,36.604136867914846,65
58.80483872863551,5.907362563738465,19.136404774374604,20.623508803635445,15.749961321950408,40
90.05846206688534,6.409832920297272,71.9333672759296,61.03859783468191,68.64929684807315,65
92.40245958618594,7.926911182728933,63.77751500830076,45.79536615725276,62.73481200529969,85
89.5571193709596,8.263285339879946,72.57337345210156,50.06715614849784,67.30505981257782,65
93.79999838795986,7.211264879786816,62.22668686162293,44.53689423510826,50.16629603638087,85
61.05480942470671,8.974487496498757,64.07571925286756,50.39648630770954,54.71677513564391,65
57.036510655651426,5.695487120819797,41.742567538058026,38.522004552402564,41.38219719906834,65
89.473719341067,4.995241823088513,74.5421632089985,64.84822800579327,69.70502089179476,85
89.70742599184389,6.511186097251455,49.858029256158574,39.38884230302532,48.322966446277675,65
92.6363101886485,8.992899549364745,66.08378420747115,53.02135195220962,58.109966721058576,85
87.5817256380373,0.9094649346784456,41.077631643397346,30.105905710010184,36.36018509815662,85
90.65007652447729,0.49821249146396995,25.16936521488207,15.258832391409367,20.206938994615445,65
89.1294817854368,7.704259422259845,50.894630765176736,34.892303548560285,40.29625551163034,85
90.38806422027318,4.407785163219953,39.064651124646886,37.758033758080416,30.90161055314964,65
58.74148792222986,3.0138638214447044,21.593714590998438,13.772763093466665,22.285613030838736,40
56.15136520253626,5.055170932915408,27.232194185181978,15.864609865513163,23.2703949265009,40
58.26559540995973,5.7570460156245815,55.48714225382178,40.482170136937555,49.12992029308691,65
61.94024209128708,0.0,32.473719147693785,24.047878851788706,31.751377183328227,40
91.663388797811,4.936258217020433,42.21800395558449,29.79146715174458,33.72908756296523,85
87.59032543747254,2.7028759123755473,27.323936108621115,24.20924439930295,23.664812823044464,65
89.9543634189167,0.0,39.941741451697595,32.9387514574572,33.94005467506935,85
89.41379696560001,6.57755168165243,31.901819104960147,26.66296849303393,29.178831781289688,65
89.65849971961804,7.7907987641781835,81.07921731111544,69.22168357871341,68.49734614613098,85
59.78181455591441,9.980489257448417,36.19132867612151,28.691622488407027,35.344429180981166,40
89.95981545483478,7.236250915616634,69.21320331147068,53.521761300348174,64.87682909827373,85
87.6162600220681,3.371947186636459,40.31639340524876,36.59214388976333,33.080342570917026,65
58.821279587607854,7.9336481493464595,17.81488596453326,9.84030314043361,18.348946700120834,40
91.25879159424464,8.778426147683223,64.61740067049786,47.18626066780651,51.56093558705738,85
85.7283690994469,2.6445731613768233,59.26001848453705,45.81934287371833,57.13087048800291,65
92.53460932507883,7.320960999254475,66.77583579557094,47.01531423752158,55.85437368627203,65
87.7518565723435,8.660861277944342,69.3848522315336,53.92750057203843,64.29803087954645,85
90.79374752877004,3.968960509646783,42.58597383140235,31.066470981667244,37.38772588756247,65
89.36060645862608,3.2622980494520015,41.271910906016814,38.14457571637763,40.63192076536334,40
60.837162692229626,2.0608429878065717,19.350320518386532,17.539802890653018,16.647468600826087,40
90.30690148336137,11.301600073116763,73.09955001007874,63.48046527481774,67.05924834988446,65
87.16832401005655,8.356796375372099,69.64390396629665,47.135878409763635,62.13589592431914,65
87.95738532995175,7.357820886364646,43.708131990451434,32.736117722269896,36.190759760339645,65
93.93962902573875,5.556692534224791,30.1202293566973,27.80239612158992,25.603409523981817,65
89.22564479700789,7.336037670382451,72.8347201117987,53.713562190001255,68.70630143687272,85
89.86160175960482,8.792570339844028,69.0925591645458,53.615339077984906,55.80244845020606,85
61.3996936905535,1.9923840637858028,44.539185668116936,38.821375408816756,42.35393288113775,40
91.01949215876796,8.606411031836883,20.92351052020519,24.29738910684144,23.806646015300267,65
90.08084840954272,7.626915490252775,60.761479127954765,46.65021263685667,62.27739958896709,85
89.31656997392257,0.36593699667744417,46.97771820595366,34.79844787148256,41.779504773522035,85
89.00630333185615,4.010544913083958,27.929129441016215,29.182846752003417,20.93652658284446,65
88.98158211198316,2.1302844172367035,39.42693451248352,25.863138708388444,32.62158848053246,65
58.96734280842195,2.518446768430174,20.57496137889739,15.321257241197994,23.04738734440752,40
57.24192493333716,5.252111571747238,45.93168990119014,42.51501326936293,35.39242147564997,85
88.99583529001741,4.017281946908873,37.80311162776733,28.457355034701372,29.882886763684272,65
90.16721659754829,7.557428396473217,23.58457181236663,17.02595836026598,18.89973441874856,65
86.1526560507229,7.693562472313225,23.835786184454577,24.9614174967477,23.961821100810177,65
88.42525088646308,7.265053653139095,73.07959768660116,60.04915252690386,69.99991575116537,65
88.7205909287455,10.147745963979585,33.66341760504962,18.433676040103585,32.6116748468162,85
90.86033864515834,8.594143349015155,22.617529369135703,16.3007034843205,17.64247007882233,65
90.80014040216142,13.683971092781142,47.66493866639066,38.66066875716827,38.361523548399134,85
63.61964099036909,7.322573040485588,15.014214348210926,15.035907956287986,13.054712606068037,40
55.758348132883754,9.321392024243181,8.660676166653179,12.268201797901742,9.537168923744368,40
61.15192532261578,0.0,19.083538595939878,13.317724232140435,22.274216746294194,40
60.2664117040063,0.01582404489989475,50.21233776525315,35.111248460609225,44.66276036673936,65
89.2584110339409,7.216757831475815,39.54809328806178,38.218746485242676,38.80708593860173,65
90.89053652907808,5.383804989598916,90.79013697833277,75.74577145126365,81.42602627505858,85
92.89752588258274,5.2856832261344575,43.72232089628176,33.20708526122357,39.94168416283132,65
86.31972717995183,4.728830417626364,39.479772585224005,30.790807009354932,35.137641046298164,65
90.04344845873824,4.391040616336735,45.24199857223064,35.85728329653284,42.79697176730349,65
88.62495890026179,5.806441476837657,60.50538359854846,44.07523122366729,51.04481659588333,65
94.34663547356621,7.12734150039373,73.5463647488137,59.98769262177129,66.86429948839995,85
86.82645181452679,10.177818430999515,71.45647496164938,56.59604761658905,68.64083754626871,85
90.82597649419786,9.918563146002604,40.772058862249416,35.09257297584071,42.68799360521363,65
90.14201326893314,0.43161896389157506,30.70091916991486,27.292115596647562,29.08541593417508,40
91.24386287418558,0.5219965916743058,4.095700011799794,10.157797257635819,3.033593124206027,40
58.425155181039464,7.284749066094626,81.48433088410601,65.37235469448713,72.434888728511,85
61.97599155967862,2.974945341436479,10.785757492487775,13.886806512594243,12.09693002263076,40
58.76432153315172,0.8254578049558692,34.6010809783537,26.73184919279233,31.990151867448695,65
60.19690871798309,1.6659167361160763,18.287316242281968,11.96387338591945,16.76017943183893,40
59.42984747446169,10.029489858683538,34.70633770724551,25.152290195428684,37.37344260066072,65
60.41407927433386,7.7515359954013086,46.66147299973147,40.41682809490717,43.65906185580373,65
60.480767156447044,7.907945573877035,60.2863479757794,44.23316015655216,56.007405045665706,65
58.359397876352226,4.1926191025313635,24.12398363616968,10.984035581680402,19.961916421380284,40
62.11671238402638,3.4064208277119628,21.159361409541248,19.05294750544658,14.678584229342837,40
60.130827737252716,6.457839055838369,70.05109975940677,54.34717696262538,67.4040901431958,65
59.932253331209665,7.2513559957098295,70.44482936862971,61.20268976903758,62.683504738759005,65
87.61292755530027,5.054514926581275,88.77785172210098,77.14078787523493,79.6574628080529,85
90.60510226994141,8.155330481621696,94.68014843779726,77.32681022835469,82.66860980642494,85
89.80508999745506,8.806140221283716,82.82167913006921,67.60529888399364,72.85049588771034,65
58.718712694238555,2.669430529228964,21.027776261233637,15.44693699086644,10.626256008884358,40
60.27030739127032,0.0,37.135596357477226,25.991445120332568,26.57066871785601,65
91.72759053488777,8.38364564273786,86.25906421168419,65.63461297732546,72.80125435313302,85
92.4046357972475,2.22020118423101,64.48804414135041,48.97195664535188,50.99676053605359,65
90.50683385033477,9.834888256973064,78.82996442960727,64.88926268988925,72.40121081879145,85
55.58156976210883,4.826726189393842,97.70340877221592,73.25986108105256,82.8586955909652,65
57.931232638718996,5.76692737500216,29.401959103223803,22.513260973356132,28.006583756298806,40
56.989924039783155,7.690384964567485,49.17368142934095,47.38000045135455,42.473548551012414,65
91.83434896399181,0.0,30.512668707238742,21.314967509986527,32.914684368290445,85
61.56041499390764,7.879106012994644,20.912132516777728,11.672765638239907,15.843460428595161,40
90.27235737827053,12.032096327209814,89.71833036236158,68.17884139117467,76.18584039458754,65
55.087099395558354,3.5677428034716936,38.10442358212166,28.48205547726263,34.98890818000969,40
89.00516736819017,9.381045717063188,69.31509087483555,50.28223691503002,55.222527365145304,85
91.70493984359527,0.0,25.809437254199317,19.28615141867237,24.757652922327775,85
90.6991127154833,12.413581074380168,75.30843973634248,59.49099892100106,57.51537347173254,85
88.01170536954422,9.964175942497015,69.77505194576693,55.87938548809675,60.119497224747484,65
92.32395561572062,11.797075449298664,93.99958800246601,72.4986128188363,83.59172876209136,65
61.064610400636326,0.891965764908806,32.558900995081984,27.4267311008398,28.007282431157876,40
60.37819297452511,0.0,13.950013356761131,12.418866041222746,11.632409904565254,40
56.67355762974369,8.446708516966359,68.4750359803252,52.30991270043904,60.96319952023557,65
58.22682991761764,3.9743755005474446,37.2314824076736,27.356012931880375,39.30463980890259,65
60.589048429791134,7.887019524157368,23.992256291144002,23.56213406990299,21.17520102051632,65
88.08935395373322,9.668639244846148,45.039730162010684,38.59834235911848,43.07442491102088,65
88.27139304677375,11.965054114607529,64.10178074887742,52.50769137616389,50.45232147857534,85
62.384926628503585,9.135454823559057,15.956013141167269,16.515576010304937,14.098964493547308,65
60.14132447233299,8.643249663137247,24.994567328993185,23.25737433192802,25.9108962216059,65
57.55635526857048,0.235440277375479,7.073461317781645,1.3602204303151133,9.37937227397512,65
58.910437953232794,2.1252945870509605,24.55224539664448,21.497271297478445,26.19830505578762,65
88.6621830892884,9.8046403675826,55.203292413425054,47.84221429235409,46.580857279777284,85
90.1249451340133,10.298318708799949,55.32875842587473,46.30095429514941,49.22719307145149,65
88.39307767111762,0.332659078797205,17.633509454453062,18.23799366442011,22.144800457612025,65
91.12969460203587,1.259866687065935,17.702880125428187,20.760603279311937,23.485821678011796,85
91.09295782989032,7.708387412755685,84.73768592353314,62.27713344007771,77.7504568363639,85
85.36346935428425,5.193353927589919,81.8333105106926,62.54101533515441,73.20640157746001,85
89.84639297239315,2.1440884451081086,42.84191638767965,29.071232246397308,36.59196861772837,85
88.96303334509908,1.7423597025292532,53.58765507573925,42.159596811865256,42.63312684119053,85
91.68981263258941,3.308757629895531,47.169457326418666,40.21056245799378,41.384326502421814,65
